review_body,language,sentiment_label,product_category
El producto jamás llegó y el vendedor tampoco apareció... Terrible,es,negative,personal_care_appliances
"Thought these would work as they were comfortable, but poked a hole with my finger right through the material when putting one pair on. Returned them.",en,negative,apparel
I don’t feel like it did anything useful for me.,en,negative,drugstore
Je n'ai jamais réussi à le faire fonctionner même en rajoutant du gaz et il a fini par casser entre mais main pas satisfait de cette achat 👍,fr,negative,home
This game is so much fun. You hunt other dinosaurs and do amazing quests.,en,positive,other
Too big. Broke within months of use.,en,negative,pc
"Endlich mal wieder ein Trainingsanzug, der mir bei 1,76cm und langen Beinen und Armen passt. Angenehmes Material und schöne Farbe.",de,positive,apparel
主に野菜や果物のカットに使用されます。キャベツとねぎを切ると、それらは以前よりもますます薄くなり、料理を楽しくするための食べやすい食感になります。,ja,positive,home
号称无酒精零添加，当消费者没鼻子啊，那些说没酒精的都是托儿嘛！？？一倒出来我室友坐旁边都闻到酒精味儿了！坑人不要太明显！,zh,negative,beauty
"Bonitas ilustraciones, un clásico que merece la pena pintar.",es,positive,book
今までの携帯型扇風機は羽がフニャフニャで、音は大きいけど、風のこない物が多かったですが、この扇風機は、羽がしっかりしていて、携帯用なのにちゃんと風がきます。卓上で自立するとなっていましたが、扇風機として使用するときは、風が影響して倒れてしまうので、自立させるために少し工夫が必要になります。回転音が意外と大きいので、静かなところでは使用するのに気を使います。私はスポーツの休憩に使用しているので、手が疲れず涼めるので、重宝してます。,ja,positive,kitchen
Cumple perfectamente su cometido,es,positive,pc
The prisms are incorrectly positioned/spaced. Unlike other readers these may give you headaches and blurred vision for a short time after use.,en,negative,shoes
I found this coloring book to have really boring designs. Personal preference I suppose. The quality of the book/paper is good.,en,negative,book
Leider lädt meine Uhr nicht egal was ich mache,de,negative,wireless
総じて良い商品だと思います。 操作感・画質共に貼る前と変わりません。 いずれも多少の低下を覚悟していましたが立派ですね。 貼った後は画面とフレームの高さはほぼ同等（或いは画面の方が僅かに高い感じ）になります。 段差が無くなって自然な手触りになる反面、フレームによる防御効果は低下する可能性があります。 重さはほんの心もち重くなった気もしますが、個人的には気になる程ではありません。 それよりも気兼ねなく画面を触れるようになったのが快適です。 良い買い物でした。,ja,positive,wireless
去了国内的高仪的专卖店，价格都是乱开的。看亚马逊的价格还是比较合适。就入了。做工精致，就是是3分口的，在万能的淘宝买了转接头，搞定。,zh,positive,home_improvement
"Great-looking. Relatively easy to get cards back in, not so easy to get a single card out. Worth the price - especially when compared to other similarly designed minimalist wallets.",en,positive,luggage
Paquete bien embalado y manetas de buena calidad y que dan un toque más racing y diferente a la moto. Las he puesto en una Yamaha mt 07 y van perfectas.,es,positive,automotive
"Die Schablone passt definitiv NICHT! Meine Augenbrauen wachsen genau an den Stellen, die die Schablone nicht abdeckt.",de,negative,beauty
"FALLO MIO NO VER LOS COMENTARIOS ANTES, PEDÍ EL VENTILADOR Y LA PIEZA DE SUJECIÓN NO CORRESPONDE( COMO LE HA PASADO A CASI TODOS O TODOS) PERDIDA DE TIEMPO PEDIR QUE TE MANDEN OTRO POR QUE VIENE IGUAL, PERDIDA DE TIEMPO EN DEVOLUCIONES PARA AMBOS USTEDES Y MIA. TAN SENCILLO COMO MANDAR LA PIEZA CORRECTA ¡¡¡",es,negative,home
商家无耻发申通快递，收到货的时候夏天已经来了。,zh,negative,apparel
Diese Schutzfolie ist der größte Mist den ich je gekauft habe. Hält nicht. Wasser gelangt unter die Folie. NIE WIEDER,de,negative,wireless
Très satisfaite!! Ma fille est ravie,fr,positive,apparel
"Produit de bonne qualité, anti-derapant, fait le job.",fr,positive,baby_product
Works Great so far have lost 5lbs in a week and half. Really held me to get fuller faster!!,en,positive,drugstore
我4月11日买得，今天7月12日，网页上写预计7-11个工作日到达，现在91个工作日了。亚马逊及商家，能给个合理解释和解决方案吗？,zh,negative,camera
"Total piece of junk!! DO NOT BUY. I've spend the last 4 hours trying to install this piece of crap. I've downloaded drivers, uninstalled, reinstalled, searched the internet for solutions...only to find a ton of people with the same issue....CAMERA NOT DETECTED. I should have bought a Logitech. I've learned my lesson. A great waste of $23. I'm glad I didn't pay a dime more for the awful product!! Not worth my time or cost of returning it. Thanks Microsoft!!",en,negative,pc
"I like this charger,i need more sockets for my navigator and dashcam.It charge my iphone 7p fast.sits perfect in my cup holder.",en,positive,electronics
Die Tasche wurde von mir Ein Jahr fürs Fitness verwendet. Praktisch da ein paar Schuhe ins Schuhfach und ein paar Badeschlapfen ins Seitenfach passt und das bei Größe 47. Auch das Netzfach für die nasse Badehose ist toll. Dazu ein zusätzliches Fach für Dreckwäsche und eine Innentasche für Ausweise. Lediglich ein bisschen kleiner als erwartet war die Tasche. Innen passen noch 2 große Handtücher plus ein kleines plus Duschzeug und Gewand rein - also fürs Training reichts.,de,positive,sports
"für Fans definitiv ein Knüller, leider muss man diese mit der Hand waschen. Ich habe sie als Geschenk für meinen Vater geholt der ein riesen Fan ist und er hat sich sehr gefreut, ich nehme dann doch lieber eine normale Tasse.",de,positive,sports
一点都不刺激，就是有点少，就只有一次的量，第二次就不够了。。脱的很干净，在长起来也不粗，就是有点贵，学生党要吃土。。,zh,positive,beauty
"Entspricht absolut nicht der Produktbeschreibung. Hier steht es ist wasserdicht! Das Dach ist überall undicht und ich habe mich schon sehr darüber geärgert. Es tropft an jeder Querverstrebung und zusätzlich läuft das Wasser in die Hohlräume der Plexiglasscheiben, kommt danach die Sonne, bilden sich darin grüne Algen und es sieht immer total dreckig und ungepflegt aus. Andere Hersteller arbeiten hier mit einer kleinen Überlappung der Aluprofile und alles ist dicht. Wirklich eine absolute Fehlkonstruktion!!! Am liebsten hätte ich 0 Sterne vergeben, für den Preis kann man mehr erwarten. Lieber Verkäufer, holen sie ihren Schrott wieder ab und erstatten uns das Geld incl. dem Zeitaufwand für den Aufbau zurück! Bin extrem verärgert!",de,negative,home_improvement
Está bien para uso deportivo,es,negative,apparel
"I've begun using this product to see if it will help with my rosacea. It's only been a few days, so I'm still hoping to see some improvements in the rosacea. I would like to say, though, that I really dislike your plastic bottle. Please, please redesign. I use your conditioner for my hair, too, and with both products, it is almost impossible to get them out of that little spout in the lid. It is especially bad trying to get the thick conditioner out.",en,positive,beauty
買って1日くらいのレビューですので耐久性に関してはなんとも。 高音部分はきれいに出ていると思います。 低音は少し弱く感じる。 コードはとても扱いづらく感じます。 ゴムっぽい感じがあり絡まりやすい。ポケットに入れたりする人だとかなりイライラすると思います。別売りのコードに変えようかなとおもっています。,ja,positive,electronics
ボールやグローブをポンと入れるのに、ガマ口タイプの開口部は便利です。 あくまで小物で、ペットボトルは無理みたい。 星一つマイナスは4400円の定価値札がついていた事。参考価格と違がうやん。,ja,positive,shoes
I got jump scared because the door didn't work and the other door did,en,positive,other
"I love caramel apples. I am allergic to peanuts, so I prefer to make my own. I was very disappointed with this product. The caramel is tough and does not have a good flavor. Don't waste your money.",en,negative,grocery
"Ob es wirklich gegen Haarausfall nutzt?! Kann ich nach einigen Flaschen nicht bestätigen! Die Haare fühlen sich zwar danach gut an aber am Haarausfall ändert sich nicht wirklich was! Was Ich aber bestätigen kann, sind die ständigen Preiserhöhungen! Mittlerweile ist man bei 24,95 Euro angekommen! Deutlich zu teuer für das Produkt!",de,negative,beauty
高いけど思い切って買ってみましたが、満足度はとても高かったです。砂の飛び散りに悩んでいましたが、猫がトイレから出てくる時に足についてる砂が溢れるくらいで、お掃除が楽になりました。デザインも良いです。,ja,positive,pet_products
Faltan las grapas y nadie nos da solución.,es,negative,lawn_and_garden
全体的には満足。ただ、メッキ部分に指紋が付きやすい。握り方の問題かもしれないが。,ja,positive,automotive
"Llegó muy rápido y muy bien empaquetado. Pero cuando las he puesto en el techo de cuarto de mi hija, liso y blanco, los circuitos y la luna se caían no se adhieren bien. La verdad que es un poco decepcionante.",es,negative,home_improvement
Más frágil que el teléfono. 2 semana me duró,es,negative,camera
unser kleiner sohn (2 1/2) liebt es mit papa an sachen herum zu schrauben deswegen war ich auf der suche nach einem spielzeug das man auseinander und wieder zusammen bauen kann und bin dabei auf dieses auto gestoßen. ER LIEBT ES!!! unser kleiner ist zwar noch ein bissl zu klein um das auto allein zu zerlegen bzw zusammen zu bauen aber mit hilfe von uns klappt das reifen wechseln schon ganz super ;-) ein wirklich ganz ganz tolles spielzeug! absolute kaufempfehlung!!!,de,positive,toy
内容的には大満足。ただ星型ドライバーの先端がイマイチでネジ頭をナメそうになった。自分が持っていた工具を直ぐに使用して事なきを得た。両面テープは一枚ずつの方がやり易いと自分は思った。3枚が一つのシートになっていたので保護シートを剥がす際に、バッテリー側に貼り付いていない両面テープを認識し難いと思った。,ja,positive,home
I was pleased to receive this product in a timely fashion and the price 11.00 and some change was a reasonable price for someone like myself who is testing this product out for the first time. Some people say that sea moss basically has no taste when you mix it in a smoothie and such.. Not so in my opinion I mixed mine and can still detect it! I think it would be better in something like a soup cuz it's very sea weedy and fishy tasting. Once I learn how to use it I would probably purchase it again.,en,positive,beauty
商品到着が早くて驚きました。まだ使用していないので、★は4つです。,ja,positive,home_improvement
"Llegó en 2 días con envío normal y la maquinilla es exactamente lo que esperava, todos buscamos que con un precio bajo tenga la calidad más alta, pero esta afeitadora cumple. LA RECOMIENDO. No le doy las 5 estrellas porque falta que viniera con una funda dura para viaje y no que haya que adquirirla aparte.",es,positive,personal_care_appliances
"Item arrived with cap broken, 50% gone/dumped all over the box. Box leaked all over me and stained my shirt and pants",en,negative,grocery
Leider hält der Griff der gelieferten Woll Pfanne weder beim Anheben der Pfanne noch bei Schwenkbewegungen. So das man immer damit rechnen muss das die heisse Pfanne herunter fällt.,de,negative,home
Hopefully I never need to warranty my Pixel 3. Had this case on my phone since the end of March and every side except the screen is scratched horribly and even has paint chipped away. Only surface that looks ok is the screen because I'm using a tempered glass screen protector.,en,negative,wireless
翻译的实在不好，不是用心之作。舍不得花钱请专业人员，在学校随便拉两个学生苦力应付出来的吧？捏着鼻子都看不下去。失望,zh,negative,book
Bien en general. El micro es demasiado sensible quizás. Por lo demás bien.,es,positive,toy
订购了若干次，一直被退运，不知道再搞什么,zh,negative,apparel
"This book brings the rainforest to life! My daughter is almost two and will enjoy this books for years to come! Right now she is fascinated with all the colors and all the different animals, but she will learn so much from this book as she gets older.",en,positive,book
Schade das Päckchen war fast offen und die Ware wäre bei nah rausgefallen. Aber ansonsten ist es super........meine Frau hat sich gefreut.,de,positive,grocery
特价购入，补充弹药很不错，随意捏捏捏。颜色很丰富，基本够了。,zh,positive,toy
"The quality isn't very good I thought it would have been made a little bit better for the price . . there's no sliding tray from the bottom you have to pour water and ice through the top, you can't get any of the of the wiring wet.. we haven't used it yet so we'll see",en,negative,home
以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，直接发出就可以了，推荐给大家！！,zh,positive,book
耳鼻科より紹介され使っています。 毎夜、風呂あがりに使っています。,ja,positive,drugstore
"No me funciona el USB de los auriculares, tengo que conectarlo con el conector doble. El sonido se escucha muy bajo al igual que el micro no se escucha nada, tengo que gritar para que me entiendan. No recomiendo",es,negative,pc
Utilisation quotidienne,fr,positive,home
Bonito y bien acabado pero hay que ir con cuidado al mínimo golpe salta la pintura,es,positive,home
"Tuve problemas para recibirlo (porque estuve más de un mes esperando) pero en cuanto me puse en contacto con el vendedor, hizo todo lo posible para solucionarlo. Muy agradecida con el trato y la atención prestada. El bolso es es muy bonito y parece impermeable, pero todavía no lo he puesto a prueba. Tiene varios compartimentos y las cremalleras funcionan bien",es,positive,shoes
je déconseille vivement,fr,negative,lawn_and_garden
"Bon chargeur, livraison dans les délais. Je recommande. Facile à transporter et assez robuste pour de nombreux usages. Ne chauffe pas trop.",fr,positive,electronics
Product delivered is not the same as pictured on website. I have purchased these candles for over 20 years and was very disappointed in the quality of the product.,en,negative,beauty
"Funda muy fina, pero suficiente para la protección del iPAD. Además permite realizar las fotos sin retirar la funda, cosa que no ocurre siempre, ni siquiera con las originales.",es,positive,pc
"非常喜欢的一本书,非常喜欢的一本书,非常喜欢的一本书,非常喜欢的一本书,",zh,positive,book
"Muy descontento. Desde el primer dia la musica va fatal, pero bueno, eso lo pase por alto. Lo peor de todo es que el manos libres en la llamada va fatal y no funciona. Lo han intentado solucionar en taller y no se puede. La empresa no se hace cargo de devolverme el dinero y Amazon no me da etiqueta de devolución. Muy descontento tanto con el producto, como con Mundo Electro como con Amazon.",es,negative,wireless
装着してみてみると う~ん、どうなんだろう？ って感じの商品です 今一な商品です,ja,negative,automotive
"Einfacher und rascher Aufbau. Sämtliches Aufbaumaterial (Schraubendreher, Imbus, etc.) enthalten. Ware auch gut und sicher verpackt. Einen Stern Abzug da am Glas der schwarz eingefärbte Bereich nicht ordentlich ist. Mussten hier mit einem Edding nachhelfen damit es halbwegs gut aussieht... 55 Zoll Fernseher steht stabiler als beim Originalständer und es ist genügend Platz für Lautsprecher und Center. In der höchsten Stufe rund 23cm Platz für Boxen...",de,positive,electronics
"Estan bien auque no nos han servido para natación sincronizada, son demasiado cortas.",es,positive,sports
Fonctionne très bien jusqu’à présent. C’est super facile à installer et à coupler via Bluetooth. Une fois que vous avez jumelé votre appareil. Vous pouvez définir la langue dans l’application. Je suis sûr que cela me sera utile pour mon voyage à Tokyo.,fr,positive,sports
"Leider ist der Artikel völlig ungeeignet für die Montage in einem Smart. Hätte die Halterung die Maße: 15 x 10 x 5 cm - wie im Artikel beschrieben und würde auch so aussehen, wie auf dem Foto, dann würde es klappen. Der Artikel sind ganz anders aus und hat auch völlig andere Maße: 3,5 x 6,5 x 5 So ist die Fläche, auf die die Hanyhalterung montiert werden soll, viel zu klein und viel zu dicht an der Mittelkonsole. Trotz Nachbestellung wurde mir wieder ein falscher Artikel geliefert.",de,negative,electronics
"Since I have Glaucoma, I cannot prep for meals, so this product is handy.",en,positive,other
译者是原著的践踏者。有些原意译者根本没读懂。建议购买英文版对照精读。,zh,negative,book
iPhone11Proに適合とのことで購入しましたが、大きさが違うのではないでしょうか？,ja,negative,wireless
切れ味が良く、更においしくいただきました、,ja,positive,home
大开本，印刷质量很棒。图片和内文质量都很值~吃货过年必备！,zh,positive,book
J'utilisé ce produit pour un problème d'épaule. Le résultat est satisfaisant.,fr,positive,pc
Es lo que esperaba por ese dinero,es,positive,sports
"Gute Stoffqualität, lässt sich leicht aufbügeln; Haltbarkeit noch nicht getestet",de,positive,home
Da freut man sich auf nen Adapter und er kommt einfach komplett verbogen an.. nicht brauchbar.. schade da der Versand ne Weile gebraucht hat.,de,negative,electronics
等了十几天，送过来一个空盒子！外包装完好的包裹，里面打开只有个空的手表盒，亚马逊请告诉我手表在哪呢？？,zh,negative,watch
"No me ha gustado que no venía completo , le falta el muñeco del centro.",es,negative,baby_product
Xperia XZ2 PremiumのデータをPCとやり取りするために購入。 しかし、スマホにフラッシュメモリが認識されずデーターの移行自体ができなかった。 PC側のUSBはしっかり認識するので、普通のフラッシュメモリとしては使えました。 C端子の不具合か仕様なのかは確認のしようがないのでわかりませんが、データ移行のために購入したので非常に残念でした。,ja,negative,pc
9日間で699枚の写真と19本の動画(約11分)を撮ってもバッテリー容量の表示が1つも減っておりません。 耐久性で★★★★は寿命を終えるまで使っていないのが理由ですが、最終的には★★★★★だと思っております。 安物を購入して初っ端からバッテリー寿命が2時間というお粗末な失敗しているので、こちらを購入させて頂きました。 バッテリーの扱い方を記した用紙も有難いです。,ja,positive,camera
He comprado dos dispensadores y uno de ellos ha dejado de funcionar a los 3 meses de uso. El problema está en que es imposible contactar con el vendedor para su devolución por producto defectuoso.,es,negative,home
Can't beat it for the price.,en,positive,automotive
挺好的，不过已经出第五版了，感觉自己买错了OTL,zh,positive,book
Je n'ai jamais reçu ma commande mais à la place j'ai reçu une paire de semelle!,fr,negative,home
Auch für Kinder geeignet. Preis Leistung sehr gut.,de,positive,pc
使っていて1ヶ月程度でリングがとれてしまいました。もったいなかったので新しく別のリングを購入してはりつけました。リングなしであれば別のデザインを選んでいたかなぁ。,ja,negative,wireless
Theses are ok for some things but not as soft as previous one I own. Leaves fuzz on car.,en,positive,drugstore
A la sortie de la Mairie pour le mariage de ma fille,fr,positive,toy
Received product. It did not work. Sent back.,en,negative,pc
"Leichter Schuh, ideal für Flugreisen, Kein gutes Fußbett",de,positive,shoes
Holds very well and looks cute.,en,positive,wireless
"il y a d'autre moins chers et plus performant, donc article retourné, amazon n'a même pas remboursé les frais d'envoi! Le service Amazon n'y est plus, je me méfie comme chez les autres commerçant internet maintenant! plus confiance pour commander zen!",fr,negative,pc
No me han funcionado. Las probé en varias lámparas y en ninguna funcionó. Una perdida de tiempo.,es,negative,home
"Hola, la verdad que leyendo todos Los comentarios, te hace que pensar, ya que imagino que depende del tipo de lóbulo y de oreja que tengas te irá mejor o peor, porque no es normal tanta diversidad de comentarios distintos. Si es cierto que al ser de metal y muy duro, si es cierto que al ser de metal y muy duro, no se puede amoldar a todo tipo de oreja, porque aunque solo fuera un poquito si se pudiera doblar, sería perfecto para prácticamente todas, pero ese es el problema de tanta diversidad de opiniones , en este caso a mí no me va bien, arriba se me cae y en medio me está pequeño .",es,negative,jewelry
购买的鞋码是平时穿鞋的鞋码。觉得质量挺好，尤其鞋带的磁性扣子特别方便。一直穿其乐的鞋子，觉得他家的鞋子比较舒适。,zh,negative,shoes
トリガーやドラムが固い。 個体差なのかもしれませんが、近い的でも狙ったところより下に当たるというようなクセがあります。 15発連射ができるのは良いですが、トリガーが固いので、あまり使えない気がします。 遠くまで飛ばせる所は良いと思います。,ja,negative,toy
地デジ、車ドアのリモコンキーが反応しなくなります。 地デジについてはフルセグがほとんどワンセグに、ドアのリモコンキーは作動せず。ノイズ対策はされてないと思います。,ja,negative,automotive
包装太简陋了吧，不知道是不人家用过的，剃须刀上面有很多小刮痕，非常失望！,zh,negative,drugstore
派手な見せ場や演出がない分、現実を見せられている感じがした。ありきたりな表現だがドキュメンタリータッチｗ。 ７０年代や８０年代の映画の中には、こういった作品が多かったように思う。 登場人物がステレオタイプなのも却って良かった。一人一人を掘り下げない分、実話として冷静に客観的にストーリーを眺めることができた。,ja,positive,digital_video_download
Dieses Buch kann man niemanden empfehlen. Die Schreiberin (Autorin wäre zuviel des Lobes) hält den Leser für blöder als blöd! Einen Stern weil null Sterne von Amazon nicht vorgesehen sind,de,negative,digital_ebook_purchase
书可以，快递太差劲！！！晚两天送也就算了，地方还送错，态度还差的要死，快递员差评！！！,zh,negative,book
"Habe die Magnete für ein Whiteboard um Zettel zu befestigen bestellt. Was soll ich sagen, sie sehen gut auch und halten auch noch.",de,positive,home
Das Spielzeug ist aus echt Holz und sehr gut verarbeitet. Die Kanten sind alle Glatt und splittert nicht. Mein Sohn spiel sehr gerne damit und hat uns ein paar Stunden Ruhe geschenkt. Sehr Empfehlenswert.,de,positive,toy
"Es preciosa, muy alegre y de buena calidad",es,positive,home
限定版の特典の選定もセンスないものばかりで通常盤を購入したが、ブルーレイなのにDVDのケースに入ってる。その他付属物は紙きれ一枚。海外版が非常に充実した内容、商品性なのに国産品がこの酷い仕様。作品は素晴らしいのに家庭用DVD、ブルーレイの商品企画のミスで売り上げが下がるパターンの典型。買って損した。所有欲が湧かないので直ぐにオークションで売ろうと思う。,ja,negative,other
"my cat loves these things, loves them",en,positive,toy
Perfect size to put in my daughters lunch bag,en,positive,kitchen
レンチ付きということで購入も、レンチが同梱されておらず鋲の交換できず 電話での問い合わせにも応じず…,ja,negative,sports
他の方のレビューにもある通り、カメラの横の部分が割れていました。 あとカメラの周辺部分に気泡が入ります。 それ以外には特に不満点がありませんが、これから買う方はこの点に注意して下さい。,ja,negative,wireless
"Al abrirlo, he comprobado que la caja de la colonia está rota, lo cual hace suponer que ha sufrido algún golpe durante el transporte.",es,negative,beauty
东西很快收到了。还不错。比较满意的一次购物。,zh,positive,baby_product
苦労したり、つらい思いで、仕事をしてもいいものは作れない。楽しくなければ、いいサービスもできない。それがわかる１冊です。一人さんの言うとおり、仕事をしていくと、本当にすべてがうまくいくんです。読んで実行することが大事なんですね。,ja,positive,book
Gute Qualität aber kleiner als gedacht.,de,positive,luggage
Platine facile à utiliser et très bon rapport qualité / prix,fr,positive,other
Doesn't work. Not enough liquid,en,negative,toy
干货太少，都是大道理，还有自己公司的广告。跟所谓的“快”没有什么联系，不推荐。,zh,negative,digital_ebook_purchase
"Da una luz perfecta para estudiar, es graduable en intensidad y tono. Se carga muy rápido y dura mucho la batería, además puedes cargar el móvil. El temporizador es ideal para dejarla como luz nocturna.",es,positive,home
牙膏里面的颗粒很讨厌，漱口总不是漱不干净,zh,negative,drugstore
收到的时候以为是别人用了几年的二手货，非常旧，而且表面还破损，等了半个多月就等来这个，超级失望！！,zh,negative,sports
Sa be fonctionne pas ne mas acheter,fr,negative,wireless
挺方便的，就是磨刀时的声音很刺耳，就像挠玻璃似的。,zh,positive,kitchen
Durable and bouncy. Our dog is loving it,en,positive,pet_products
Al niño le cuesta un poco cortar con el cuchillo pero con un poco mas de fierza va muy bien,es,positive,home
抛开书的内容不谈 印刷质量令人心塞 能印清楚点么？印不清楚能印干净点么？ 什么？也不能印干净点 那么书能不破边么！可以么？ 令人非常失望一次购书体验！太糟糕了,zh,negative,book
购买后我发现瓶子跟我从商场以及国外购买的都不同，网上查询发现假货的瓶子跟我收到的瓶子是一样的，我沟通了几天退货，商家不同意，目前正在跟亚马逊平台联系索赔，千万别再上当了,zh,negative,beauty
子供がポケモンクレーンゲームで遊ぶために購入しました。 個人的にイーブイ好きなので楽しみにしていましたが、色がこれじゃない感あります。イーブイってこんなに焦げ茶じゃない。ガチャガチャのイーブイの方がカワイイです。なので星ひとつ減らしました。 ポケモンクレーンゲームでは問題なく遊べているようです。,ja,positive,toy
mauvaise qualité pour le prix,fr,negative,shoes
Superbe produit faut les aiguiser souvent perd rapidement de sa coupe mais très bon produit sono,fr,positive,pet_products
"Tolle Tücher, die Brille wird aber erst nach mehrmaligen Versuchen wirklich sauber. Ich weiß auch nicht,ob die Tücher fürs Säubern wirklich keine Kratzer hinterlassen!",de,positive,home
扎实的一盒，味道依旧， 到货后看了下日期，2016.7.11过期，尼玛 这也太近了，一直放冰箱，现在都还没吃完。,zh,positive,grocery
Habe mir die Taschen für die Simson Schwalbe zugelegt und sie passen super und haben viel Stauraum,de,positive,home
我简直不想说什么了！装车上，第二天喇叭外音就不响了！,zh,negative,automotive
The elephant is cute but the light never worked on it. Poor product for the money.,en,negative,home
batterie ne tiens chargee,fr,negative,toy
コンパクトな割には結構な物が入ります。 USBポートは付属のケーブルが2本入ってます。 どちらか片方はiPhoneは使え無かったので最初はビックリしました。 防水？撥水？と書いてあったような気がしましたが全然違う感じですかな？思っいっきり染みました。 お気をつけ下さい。 内部のポケットが沢山あるので使い勝手は良いかと思います。,ja,positive,sports
Indispensable pour ne plus avoir de phénomène de retrait. Petit bémol : 15mm de plus en longueur de câble serait mieux pour faciliter le branchement,fr,positive,industrial_supplies
取付時にペラペラの工具しか入りません。また漕ぐ時に内側に引っ張られるような他のペダルにない違和感があります。理由は他の商品と比べてもらえばわかりますが、ネジ山と六角を回すところがが約1cm短いためです。強度や回転に関して文句無しですが、3年間いろんな自転車で試して、結局その短さと重量が原因で全く使わなくなりました。まだwellgoの方が使えます。,ja,negative,sports
"No le valieron nunca, tenía un tamaño raro, sin proporcionar, cortas y muy anchas No merecen la pena para nada a pesar de su precio, es tirar el dinero",es,negative,shoes
"Der Stoff ist total zerknittert angekommen. Waschen und bügeln ohne Probleme, der Stoff fühlt sich auch sehr angenehm an und hat eine gute Qualität. Ich finde die Farbangabe des Artikels 'pink' nicht richtig, da es eher ein Pastellrosa/Altrosa ist (mir gefällt dieser Farbton jedoch richtig gut). Was mich beim montieren richtig geärgert hat, ist die fehlende Angabe, dass man den Haken vor Befestigung an der Wand in die dafür vorgesehene Öffnung der Halterung stecken muss, im Nachhinein bekommt man den Haken auf keinen Fall in die Halterung rein . Ich musste die Halterung von der Decke lösen und habe dabei die Tapete abgerissen (boah war ich wütend!) Also das Klebepad hält bombenfest! Um den Ring in den Stoff einzufädeln braucht man Geduld der Ring bleibt ständig irgendwo hängen und piekst in den Stoff (mir graut es schon vor der nächsten Wäsche, weil dieses Einfädeln echt müßig ist). Ich finde persönlich die Öffnung zwischen Stoff und Ring etwas zu groß (siehe Foto), bei uns sieht man es jedoch nicht, da der Baldachin weit oben hängt. Aber jetzt wo der Baldachin hängt entschädigt es alles, er sieht wirklich sehr schön aus und meiner Tochter gefällt es richtig gut 💕",de,positive,baby_product
el aparato va muy bien y el envio a sido super rapido os lo recomiendo por la calidad y el envio saludos a todos,es,positive,electronics
手机外套很不错 跟手机很符合 材料不错 做工很精致,zh,positive,wireless
"Tenia ganas de probarlo, despues de Leer varias Opiniones positivas. Hace tres dias que lo estoy usando asi que no puedo opinar de los resultados. El pedido llegó puntual, muy bien envuelto y con una muestra de perfume. Muchas gracias.",es,positive,beauty
ゴリゴリのガンプラ販促かつショートアニメですし小難しく考えず軽い気持ちで見て単純に戦闘シーンに燃えたり、仕込まれた小ネタにクスリと笑う、そんなアニメだと思います。 ですがだからと言って雑な作りというわけでは決して無いです。 個人的には10分じゃ物足りない、せめてあと5分！贅沢言うなら25分！と言いたい。 私のお気に入りは最新(現時点)4話です。格好良い戦闘シーンと笑えるネタがナチュラルに同居してます。 PG刹那とバンダイの新技術アピールは私の腹筋を攻撃してきました…,ja,positive,digital_video_download
"I have an Aussie mix who will have stomach issues with sometimes just the slightest change of food. I've been giving him the Wag wild boar flavor for about 6 months now, and he's had very few issues since. There was the expected transition period hurdle, but that only lasted about a day or two. The only negative is he doesn't seem thrilled with the flavor - I would often have to call him over to eat, and he would sort of trudge over... eventually. However I recently discovered that he will gobble down the whole bowl if I just put a little bit of wet food (the extra-wet kind that looks like ""human"" stew) on top. So we seem to have found a winning combo there.",en,positive,pet_products
サイズを測って購入しましたが、すぐ脱げてしまって使えません。 ベルトを強めに絞めてもだめでした。,ja,negative,pet_products
"Bastante chulo, es para un regalo chico de 12 años",es,positive,toy
"Genial para un peque de 3 años, buena ilustración calidad-precio",es,positive,book
包装破损，像是被打开过，无法辨别真假。以后不会再买了。,zh,negative,drugstore
质量刚拿到书觉得不错 可是一打开 发现页面是歪的 读了1/4之后 感觉翻译得实在一般 上下文联系的有些奇怪 读不通,zh,negative,book
"Estupenda relación calidad-precio. Muy buena calidad de imagen, y permite ordenar los canales y asignarles el número que se quiera. Detecta más canales que otros TDT que he tenido.",es,positive,other
"Je l'ai perdu au bout 8 utilisation dans l'eau l'anneau de levage s'est dévissé et rester au fond l'eau, mais sinon le produit était de bonne qualité et bien emballé.",fr,negative,industrial_supplies
relacion calidad correcto,es,positive,shoes
"Voy a ser breve. Lo bueno: Las ilustraciones muy significativas y la paleta de colores sencillamente perfectos. Muy limpias y fácil de aprender; la intuición trabaja al 100% con esta baraja. Lo malo: El Libro, el inglés aunque con un nivel medio se puede leer, y la calidad de las cartas, que aunque son fáciles de barajar son delgadas, y hay que tener cuidado, una pena porque si no las 5 y 10 estrellas se las llevaría.",es,positive,toy
Einfacher und schneller zusammenbau! Sieht sehr schön aus!,de,positive,furniture
"Aunque es producto original Sony, es una tapa de plástico rígido que no cierra bien, se suelta sola! No cumple su cometido, no la recomiendo.",es,negative,camera
"Genial! Muy bonito y un tocar muy agradable, no se arruga demasiado y es tal cual la foto.",es,positive,home
Microphone parfait pour s’enregistrer et s’entraîner pour les karaoké! De plus avec sa housse de transport il est très pratique pour l’emmener partout. Sa couleur or le rend très beau. Un vrai petit bijoux ce microphone que je vous recommande.,fr,positive,musical_instruments
买了快两年，最近才拿出来看，跟成功学、心灵鸡汤一样的东西，根本就没有阅读的价值，就这种垃圾书东拼西凑的东西，还标价53元！！,zh,negative,book
